runId,condition,repetition,status,functionalSuccess,finalSubmission,compilation,class,rejectsNullName,mechanism,nullNameTestsFailed,failingChecks,citedLines
i25-lenient__generation_s__single_shot__none__r1,generation_s__single_shot__none,1,budget_exhausted,False,1,pass,fallback,fail,recorded,2,runEndRecordsScoreWithoutHelp recordedNameIsTheRealPlayersName noPhantomEntriesWithoutRunEnd recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,"ApoMarioHighscore.java:55: String name = playerName == null ? ""Unknown"" : playerName.trim(); | ApoMarioHighscore.java:83: String name = best.getTeamName(); | ApoMarioHighscore.java:85: name = best.getAi().getTeamName();"
i25-lenient__generation_s__single_shot__none__r2,generation_s__single_shot__none,2,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:55: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:118: String name = best.getTeamName(); | ApoMarioHighscore.java:120: name = best.getAi().getTeamName();"
i25-lenient__generation_s__single_shot__none__r3,generation_s__single_shot__none,3,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:55: String name = playerName == null ? ""Unknown"" : playerName.trim(); | ApoMarioHighscore.java:117: String name = selected.getTeamName(); | ApoMarioHighscore.java:119: name = selected.getAi().getTeamName();"
i25-lenient__generation_s__single_shot__none__r4,generation_s__single_shot__none,4,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:62: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:147: String name = best.getTeamName();"
i25-lenient__generation_s__single_shot__none__r5,generation_s__single_shot__none,5,budget_exhausted,False,1,pass,passthrough,pass,rejected_at_store,2,runEndRecordsScoreWithoutHelp recordedNameIsTheRealPlayersName noPhantomEntriesWithoutRunEnd recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,ApoMarioHighscore.java:113: String name = player.getTeamName();
i25-lenient__generation_sb__single_shot__none__r1,generation_sb__single_shot__none,1,budget_exhausted,False,,,none,,none,0,,
i25-lenient__generation_sb__single_shot__none__r2,generation_sb__single_shot__none,2,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:53: String name = playerName == null ? ""Unknown"" : playerName.trim(); | ApoMarioHighscore.java:136: String name = player.getTeamName();"
i25-lenient__generation_sb__single_shot__none__r3,generation_sb__single_shot__none,3,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:57: String name = playerName == null ? ""Unknown"" : playerName.trim(); | ApoMarioHighscore.java:122: String name = selected.getTeamName();"
i25-lenient__generation_sb__single_shot__none__r4,generation_sb__single_shot__none,4,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:55: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:112: String name = best.getTeamName();"
i25-lenient__generation_sb__single_shot__none__r5,generation_sb__single_shot__none,5,budget_exhausted,False,1,pass,passthrough,fail,recorded,0,recordRunEndAddsExactlyOneEntry,ApoMarioHighscore.java:110: String name = player.getTeamName(); | ApoMarioHighscore.java:112: name = player.getAi().getTeamName();
i25-lenient__generation_sf__single_shot__none__r1,generation_sf__single_shot__none,1,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:120: String name = normalizeName(best.getTeamName()); | ApoMarioHighscore.java:125: name = normalizeName(best.getAi().getTeamName());
i25-lenient__generation_sf__single_shot__none__r2,generation_sf__single_shot__none,2,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:119: String name = selected.getTeamName(); | ApoMarioHighscore.java:180: return name.length() == 0 ? ""Player"" : name;"
i25-lenient__generation_sf__single_shot__none__r3,generation_sf__single_shot__none,3,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:46: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:118: String name = result.getTeamName(); | ApoMarioHighscore.java:120: name = result.getAi().getTeamName();"
i25-lenient__generation_sf__single_shot__none__r4,generation_sf__single_shot__none,4,budget_exhausted,False,,,none,,none,0,,
i25-lenient__generation_sf__single_shot__none__r5,generation_sf__single_shot__none,5,budget_exhausted,False,,,none,,none,0,,
i25-lenient__generation_sfb__single_shot__none__r1,generation_sfb__single_shot__none,1,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:127: String name = bestPlayer.getTeamName();
i25-lenient__generation_sfb__single_shot__none__r2,generation_sfb__single_shot__none,2,budget_exhausted,False,1,fail,fallback,compile_error,recorded,2,emptyBoardInitially saveAddsEntry parallelListsAligned boardSortedDescendingByPoints entriesPersistAcrossSessions emptyPersistRobust rankingPreservedAfterReload recordsRealScore recordsRealSurvivalTime recordsRealPlayerName recordRunEndAddsExactlyOneEntry runEndRecordsScoreWithoutHelp recordedNameIsTheRealPlayersName noPhantomEntriesWithoutRunEnd recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,"ApoMarioHighscore.java:40: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:94: String name = result.getTeamName();"
i25-lenient__generation_sfb__single_shot__none__r3,generation_sfb__single_shot__none,3,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:81: String name = best.getTeamName(); | ApoMarioHighscore.java:83: name = best.getAi().getTeamName();
i25-lenient__generation_sfb__single_shot__none__r4,generation_sfb__single_shot__none,4,budget_exhausted,False,,,none,,none,0,,
i25-lenient__generation_sfb__single_shot__none__r5,generation_sfb__single_shot__none,5,budget_exhausted,False,,,none,,none,0,,
i25-lenient__reuse_b__single_shot__none__r1,reuse_b__single_shot__none,1,completed,True,1,pass,passthrough,fail,recorded,0,,"ApoMarioHighscore.java:75: this.storeRun(player.getPoints(), level.getPassedTime(), player.getTeamName());"
i25-lenient__reuse_b__single_shot__none__r2,reuse_b__single_shot__none,2,identity_mismatch,False,,,none,,none,0,,
i25-lenient__reuse_b__single_shot__none__r3,reuse_b__single_shot__none,3,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:48: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:108: String name = selected.getTeamName(); | ApoMarioHighscore.java:110: name = selected.getAi().getTeamName();"
i25-lenient__reuse_b__single_shot__none__r4,reuse_b__single_shot__none,4,completed,True,1,pass,passthrough,fail,recorded,0,,"ApoMarioHighscore.java:92: this.storeRun(best.getPoints(), level.getPassedTime(), best.getTeamName());"
i25-lenient__reuse_b__single_shot__none__r5,reuse_b__single_shot__none,5,budget_exhausted,False,1,fail,passthrough,compile_error,recorded,2,emptyBoardInitially saveAddsEntry parallelListsAligned boardSortedDescendingByPoints entriesPersistAcrossSessions emptyPersistRobust rankingPreservedAfterReload recordsRealScore recordsRealSurvivalTime recordsRealPlayerName recordRunEndAddsExactlyOneEntry runEndRecordsScoreWithoutHelp recordedNameIsTheRealPlayersName noPhantomEntriesWithoutRunEnd recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,ApoMarioHighscore.java:111: String name = selected.getTeamName();
i25-lenient__reuse_f__single_shot__none__r1,reuse_f__single_shot__none,1,budget_exhausted,False,,,none,,none,0,,
i25-lenient__reuse_f__single_shot__none__r2,reuse_f__single_shot__none,2,budget_exhausted,False,,,none,,none,0,,
i25-lenient__reuse_f__single_shot__none__r3,reuse_f__single_shot__none,3,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:63: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:116: String name = player.getTeamName(); | ApoMarioHighscore.java:121: name = player.getAi().getTeamName();"
i25-lenient__reuse_f__single_shot__none__r4,reuse_f__single_shot__none,4,identity_mismatch,False,,,none,,none,0,,
i25-lenient__reuse_f__single_shot__none__r5,reuse_f__single_shot__none,5,budget_exhausted,False,,,none,,none,0,,
i25-lenient__reuse_fb__single_shot__none__r1,reuse_fb__single_shot__none,1,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:56: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:118: String name = selected.getTeamName();"
i25-lenient__reuse_fb__single_shot__none__r2,reuse_fb__single_shot__none,2,completed,True,1,pass,passthrough,fail,recorded,0,,ApoMarioHighscore.java:100: String name = selected.getTeamName();
i25-lenient__reuse_fb__single_shot__none__r3,reuse_fb__single_shot__none,3,identity_mismatch,False,,,none,,none,0,,
i25-lenient__reuse_fb__single_shot__none__r4,reuse_fb__single_shot__none,4,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:43: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:106: String name = player.getTeamName();"
i25-lenient__reuse_fb__single_shot__none__r5,reuse_fb__single_shot__none,5,budget_exhausted,False,,,none,,none,0,,
i25-lenient__reuse_none__single_shot__none__r1,reuse_none__single_shot__none,1,budget_exhausted,False,,,none,,none,0,,
i25-lenient__reuse_none__single_shot__none__r2,reuse_none__single_shot__none,2,completed,True,1,pass,passthrough,fail,recorded,0,,ApoMarioHighscore.java:171: name = player.getTeamName();
i25-lenient__reuse_none__single_shot__none__r3,reuse_none__single_shot__none,3,budget_exhausted,False,,,none,,none,0,,
i25-lenient__reuse_none__single_shot__none__r4,reuse_none__single_shot__none,4,budget_exhausted,False,,,none,,none,0,,
i25-lenient__reuse_none__single_shot__none__r5,reuse_none__single_shot__none,5,budget_exhausted,False,,,none,,none,0,,
i25-lenient__reuse_s__single_shot__none__r1,reuse_s__single_shot__none,1,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:51: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:139: String name = best.getTeamName();"
i25-lenient__reuse_s__single_shot__none__r2,reuse_s__single_shot__none,2,budget_exhausted,False,,,none,,none,0,,
i25-lenient__reuse_s__single_shot__none__r3,reuse_s__single_shot__none,3,identity_mismatch,False,,,none,,none,0,,
i25-lenient__reuse_s__single_shot__none__r4,reuse_s__single_shot__none,4,budget_exhausted,False,1,fail,passthrough,compile_error,recorded,2,emptyBoardInitially saveAddsEntry parallelListsAligned boardSortedDescendingByPoints entriesPersistAcrossSessions emptyPersistRobust rankingPreservedAfterReload recordsRealScore recordsRealSurvivalTime recordsRealPlayerName recordRunEndAddsExactlyOneEntry runEndRecordsScoreWithoutHelp recordedNameIsTheRealPlayersName noPhantomEntriesWithoutRunEnd recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,ApoMarioHighscore.java:261: String name = best.getTeamName();
i25-lenient__reuse_s__single_shot__none__r5,reuse_s__single_shot__none,5,completed,True,1,pass,passthrough,fail,recorded,0,,ApoMarioHighscore.java:149: String name = selected.getTeamName();
i25-lenient__reuse_sb__single_shot__none__r1,reuse_sb__single_shot__none,1,completed,True,1,pass,passthrough,fail,recorded,0,,"ApoMarioHighscore.java:92: if (best != null) this.storeRun(best.getPoints(), level.getPassedTime(), best.getTeamName());"
i25-lenient__reuse_sb__single_shot__none__r2,reuse_sb__single_shot__none,2,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:49: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:96: String name = selected.getTeamName();"
i25-lenient__reuse_sb__single_shot__none__r3,reuse_sb__single_shot__none,3,budget_exhausted,False,,,none,,none,0,,
i25-lenient__reuse_sb__single_shot__none__r4,reuse_sb__single_shot__none,4,budget_exhausted,False,,,none,,none,0,,
i25-lenient__reuse_sb__single_shot__none__r5,reuse_sb__single_shot__none,5,budget_exhausted,False,,,none,,none,0,,
i25-lenient__reuse_sf__single_shot__none__r1,reuse_sf__single_shot__none,1,budget_exhausted,False,1,fail,passthrough,compile_error,recorded,2,emptyBoardInitially saveAddsEntry parallelListsAligned boardSortedDescendingByPoints entriesPersistAcrossSessions emptyPersistRobust rankingPreservedAfterReload recordsRealScore recordsRealSurvivalTime recordsRealPlayerName recordRunEndAddsExactlyOneEntry runEndRecordsScoreWithoutHelp recordedNameIsTheRealPlayersName noPhantomEntriesWithoutRunEnd recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,ApoMarioPanel.java:247: String name = selected.getTeamName();
i25-lenient__reuse_sf__single_shot__none__r2,reuse_sf__single_shot__none,2,completed,True,1,pass,passthrough,fail,recorded,0,,ApoMarioHighscore.java:98: String name = selected.getTeamName();
i25-lenient__reuse_sf__single_shot__none__r3,reuse_sf__single_shot__none,3,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:58: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:139: String name = best.getTeamName();"
i25-lenient__reuse_sf__single_shot__none__r4,reuse_sf__single_shot__none,4,budget_exhausted,False,,,none,,none,0,,
i25-lenient__reuse_sf__single_shot__none__r5,reuse_sf__single_shot__none,5,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:122: String name = best.getTeamName(); | ApoMarioHighscore.java:151: this.playersNames.add(name.length() == 0 ? ""Player"" : name);"
i25-lenient__reuse_sfb__single_shot__none__r1,reuse_sfb__single_shot__none,1,completed,True,1,pass,passthrough,fail,recorded,0,,ApoMarioHighscore.java:103: String name = best.getTeamName();
i25-lenient__reuse_sfb__single_shot__none__r2,reuse_sfb__single_shot__none,2,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:50: String name = playerName == null ? ""Anonymous"" : playerName.trim(); | ApoMarioHighscore.java:127: String name = best.getTeamName();"
i25-lenient__reuse_sfb__single_shot__none__r3,reuse_sfb__single_shot__none,3,budget_exhausted,False,1,pass,fallback,fail,recorded,2,runEndRecordsScoreWithoutHelp recordedNameIsTheRealPlayersName noPhantomEntriesWithoutRunEnd recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,"ApoMarioHighscore.java:49: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:207: String name = best.getTeamName();"
i25-lenient__reuse_sfb__single_shot__none__r4,reuse_sfb__single_shot__none,4,budget_exhausted,False,,,none,,none,0,,
i25-lenient__reuse_sfb__single_shot__none__r5,reuse_sfb__single_shot__none,5,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:135: String name = selected.getTeamName();
