runId,condition,repetition,status,functionalSuccess,finalSubmission,compilation,class,rejectsNullName,mechanism,nullNameTestsFailed,failingChecks,citedLines
i23-matrix__generation_s__single_shot__none__r1,generation_s__single_shot__none,1,budget_exhausted,False,,,none,,none,0,,
i23-matrix__generation_s__single_shot__none__r2,generation_s__single_shot__none,2,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:50: String name = playerName == null ? ""Anonymous"" : playerName.trim(); | ApoMarioHighscore.java:126: String name = selected.getTeamName();"
i23-matrix__generation_s__single_shot__none__r3,generation_s__single_shot__none,3,budget_exhausted,False,,,none,,none,0,,
i23-matrix__generation_s__single_shot__none__r4,generation_s__single_shot__none,4,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:114: String name = selected.getTeamName();
i23-matrix__generation_s__single_shot__none__r5,generation_s__single_shot__none,5,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:125: String name = best.getTeamName(); | ApoMarioHighscore.java:127: name = best.getAi().getTeamName();
i23-matrix__generation_sb__single_shot__none__r1,generation_sb__single_shot__none,1,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:53: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:138: String name = player.getTeamName();"
i23-matrix__generation_sb__single_shot__none__r2,generation_sb__single_shot__none,2,budget_exhausted,False,,,none,,none,0,,
i23-matrix__generation_sb__single_shot__none__r3,generation_sb__single_shot__none,3,budget_exhausted,False,,,none,,none,0,,
i23-matrix__generation_sb__single_shot__none__r4,generation_sb__single_shot__none,4,budget_exhausted,False,,,none,,none,0,,
i23-matrix__generation_sb__single_shot__none__r5,generation_sb__single_shot__none,5,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:45: String name = playerName == null ? ""Unknown"" : playerName.trim(); | ApoMarioHighscore.java:126: String name = selected.getTeamName();"
i23-matrix__generation_sf__single_shot__none__r1,generation_sf__single_shot__none,1,budget_exhausted,False,,,none,,none,0,,
i23-matrix__generation_sf__single_shot__none__r2,generation_sf__single_shot__none,2,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:55: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:137: String name = selected.getTeamName();"
i23-matrix__generation_sf__single_shot__none__r3,generation_sf__single_shot__none,3,completed,True,1,pass,passthrough,fail,recorded,0,,ApoMarioHighscore.java:178: String name = player.getTeamName();
i23-matrix__generation_sf__single_shot__none__r4,generation_sf__single_shot__none,4,budget_exhausted,False,1,pass,passthrough,fail,recorded,0,recordRunEndAddsExactlyOneEntry,ApoMarioHighscore.java:145: String name = player.getTeamName();
i23-matrix__generation_sf__single_shot__none__r5,generation_sf__single_shot__none,5,budget_exhausted,False,1,fail,none,compile_error,none,2,emptyBoardInitially saveAddsEntry parallelListsAligned boardSortedDescendingByPoints entriesPersistAcrossSessions emptyPersistRobust rankingPreservedAfterReload recordsRealScore recordsRealSurvivalTime recordsRealPlayerName recordRunEndAddsExactlyOneEntry runEndRecordsScoreWithoutHelp recordedNameIsTheRealPlayersName noPhantomEntriesWithoutRunEnd recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,
i23-matrix__generation_sfb__single_shot__none__r1,generation_sfb__single_shot__none,1,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:130: String name = selected.getTeamName();
i23-matrix__generation_sfb__single_shot__none__r2,generation_sfb__single_shot__none,2,budget_exhausted,False,,,none,,none,0,,
i23-matrix__generation_sfb__single_shot__none__r3,generation_sfb__single_shot__none,3,completed,True,1,pass,passthrough,fail,recorded,0,,ApoMarioHighscore.java:202: String name = result.getTeamName();
i23-matrix__generation_sfb__single_shot__none__r4,generation_sfb__single_shot__none,4,budget_exhausted,False,,,none,,none,0,,
i23-matrix__generation_sfb__single_shot__none__r5,generation_sfb__single_shot__none,5,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:103: String name = best.getTeamName();
i23-matrix__reuse_b__single_shot__none__r1,reuse_b__single_shot__none,1,budget_exhausted,False,,,none,,none,0,,
i23-matrix__reuse_b__single_shot__none__r2,reuse_b__single_shot__none,2,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:49: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:94: this.storeRun(player.getPoints(), level.getPassedTime(), player.getTeamName());"
i23-matrix__reuse_b__single_shot__none__r3,reuse_b__single_shot__none,3,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:50: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:130: this.playersNames.add(name == null || name.length() == 0 ? ""Player"" : name); | ApoMarioHighscore.java:193: String name = best.getTeamName();"
i23-matrix__reuse_b__single_shot__none__r4,reuse_b__single_shot__none,4,budget_exhausted,False,,,none,,none,0,,
i23-matrix__reuse_b__single_shot__none__r5,reuse_b__single_shot__none,5,budget_exhausted,False,,,none,,none,0,,
i23-matrix__reuse_f__single_shot__none__r1,reuse_f__single_shot__none,1,budget_exhausted,False,,,none,,none,0,,
i23-matrix__reuse_f__single_shot__none__r2,reuse_f__single_shot__none,2,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:62: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:128: String name = selected.getTeamName();"
i23-matrix__reuse_f__single_shot__none__r3,reuse_f__single_shot__none,3,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:45: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:110: String name = best.getTeamName();"
i23-matrix__reuse_f__single_shot__none__r4,reuse_f__single_shot__none,4,completed,True,1,pass,passthrough,fail,recorded,0,,ApoMarioHighscore.java:179: String name = player.getTeamName();
i23-matrix__reuse_f__single_shot__none__r5,reuse_f__single_shot__none,5,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:124: String name = player.getTeamName();
i23-matrix__reuse_fb__single_shot__none__r1,reuse_fb__single_shot__none,1,budget_exhausted,False,1,fail,fallback,compile_error,recorded,2,emptyBoardInitially saveAddsEntry parallelListsAligned boardSortedDescendingByPoints entriesPersistAcrossSessions emptyPersistRobust rankingPreservedAfterReload recordsRealScore recordsRealSurvivalTime recordsRealPlayerName recordRunEndAddsExactlyOneEntry runEndRecordsScoreWithoutHelp recordedNameIsTheRealPlayersName noPhantomEntriesWithoutRunEnd recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,"ApoMarioHighscore.java:160: String name = player.getTeamName(); | ApoMarioHighscore.java:161: if (name == null || name.trim().length() == 0 || ""Human"".equalsIgnoreCase(name)) {"
i23-matrix__reuse_fb__single_shot__none__r2,reuse_fb__single_shot__none,2,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:53: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:226: String name = best.getTeamName();"
i23-matrix__reuse_fb__single_shot__none__r3,reuse_fb__single_shot__none,3,budget_exhausted,False,1,pass,passthrough,pass,rejected_at_store,2,runEndRecordsScoreWithoutHelp recordedNameIsTheRealPlayersName noPhantomEntriesWithoutRunEnd recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,ApoMarioHighscore.java:105: String name = best.getTeamName();
i23-matrix__reuse_fb__single_shot__none__r4,reuse_fb__single_shot__none,4,budget_exhausted,False,1,fail,passthrough,compile_error,recorded,2,emptyBoardInitially saveAddsEntry parallelListsAligned boardSortedDescendingByPoints entriesPersistAcrossSessions emptyPersistRobust rankingPreservedAfterReload recordsRealScore recordsRealSurvivalTime recordsRealPlayerName recordRunEndAddsExactlyOneEntry runEndRecordsScoreWithoutHelp recordedNameIsTheRealPlayersName noPhantomEntriesWithoutRunEnd recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,ApoMarioHighscore.java:107: String name = best.getTeamName();
i23-matrix__reuse_fb__single_shot__none__r5,reuse_fb__single_shot__none,5,budget_exhausted,False,,,none,,none,0,,
i23-matrix__reuse_none__single_shot__none__r1,reuse_none__single_shot__none,1,budget_exhausted,False,1,fail,skip_on_null,compile_error,skipped_at_hook,2,emptyBoardInitially saveAddsEntry parallelListsAligned boardSortedDescendingByPoints entriesPersistAcrossSessions emptyPersistRobust rankingPreservedAfterReload recordsRealScore recordsRealSurvivalTime recordsRealPlayerName recordRunEndAddsExactlyOneEntry runEndRecordsScoreWithoutHelp recordedNameIsTheRealPlayersName noPhantomEntriesWithoutRunEnd recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,ApoMarioLevel.java:1203: if (best != null && best.getTeamName() != null && best.getTeamName().trim().length() > 0) { | ApoMarioLevel.java:1204: return best.getTeamName().trim();
i23-matrix__reuse_none__single_shot__none__r2,reuse_none__single_shot__none,2,budget_exhausted,False,,,none,,none,0,,
i23-matrix__reuse_none__single_shot__none__r3,reuse_none__single_shot__none,3,budget_exhausted,False,,,none,,none,0,,
i23-matrix__reuse_none__single_shot__none__r4,reuse_none__single_shot__none,4,budget_exhausted,False,1,fail,fallback,compile_error,recorded,2,emptyBoardInitially saveAddsEntry parallelListsAligned boardSortedDescendingByPoints entriesPersistAcrossSessions emptyPersistRobust rankingPreservedAfterReload recordsRealScore recordsRealSurvivalTime recordsRealPlayerName recordRunEndAddsExactlyOneEntry runEndRecordsScoreWithoutHelp recordedNameIsTheRealPlayersName noPhantomEntriesWithoutRunEnd recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,"ApoMarioHighscore.java:71: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:108: String name = player.getTeamName(); | ApoMarioHighscore.java:110: name = player.getAi().getTeamName();"
i23-matrix__reuse_none__single_shot__none__r5,reuse_none__single_shot__none,5,budget_exhausted,False,1,fail,fallback,compile_error,recorded,2,emptyBoardInitially saveAddsEntry parallelListsAligned boardSortedDescendingByPoints entriesPersistAcrossSessions emptyPersistRobust rankingPreservedAfterReload recordsRealScore recordsRealSurvivalTime recordsRealPlayerName recordRunEndAddsExactlyOneEntry runEndRecordsScoreWithoutHelp recordedNameIsTheRealPlayersName noPhantomEntriesWithoutRunEnd recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,"ApoMarioHighscore.java:58: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:79: String name = player.getTeamName(); | ApoMarioHighscore.java:81: if (player.getAi() != null && player.getAi().getTeamName() != null) { | ApoMarioHighscore.java:82: name = player.getAi().getTeamName();"
i23-matrix__reuse_s__single_shot__none__r1,reuse_s__single_shot__none,1,completed,True,1,pass,passthrough,fail,recorded,0,,ApoMarioHighscore.java:129: String name = selected.getTeamName();
i23-matrix__reuse_s__single_shot__none__r2,reuse_s__single_shot__none,2,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:115: String name = selected.getTeamName(); | ApoMarioHighscore.java:117: name = selected.getAi().getTeamName();
i23-matrix__reuse_s__single_shot__none__r3,reuse_s__single_shot__none,3,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:56: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:116: String name = selected.getTeamName();"
i23-matrix__reuse_s__single_shot__none__r4,reuse_s__single_shot__none,4,budget_exhausted,False,,,none,,none,0,,
i23-matrix__reuse_s__single_shot__none__r5,reuse_s__single_shot__none,5,budget_exhausted,False,,,none,,none,0,,
i23-matrix__reuse_sb__single_shot__none__r1,reuse_sb__single_shot__none,1,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:120: String name = best.getTeamName();
i23-matrix__reuse_sb__single_shot__none__r2,reuse_sb__single_shot__none,2,budget_exhausted,False,,,none,,none,0,,
i23-matrix__reuse_sb__single_shot__none__r3,reuse_sb__single_shot__none,3,budget_exhausted,False,,,none,,none,0,,
i23-matrix__reuse_sb__single_shot__none__r4,reuse_sb__single_shot__none,4,completed,True,1,pass,passthrough,fail,recorded,0,,ApoMarioHighscore.java:114: String name = best.getTeamName();
i23-matrix__reuse_sb__single_shot__none__r5,reuse_sb__single_shot__none,5,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:37: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:107: String name = selected.getTeamName(); | ApoMarioHighscore.java:182: this.name = name == null ? ""Player"" : name;"
i23-matrix__reuse_sf__single_shot__none__r1,reuse_sf__single_shot__none,1,completed,True,1,pass,passthrough,fail,recorded,0,,ApoMarioHighscore.java:78: String name = selected.getTeamName();
i23-matrix__reuse_sf__single_shot__none__r2,reuse_sf__single_shot__none,2,budget_exhausted,False,,,none,,none,0,,
i23-matrix__reuse_sf__single_shot__none__r3,reuse_sf__single_shot__none,3,completed,True,1,pass,passthrough,fail,recorded,0,,ApoMarioHighscore.java:113: String name = best.getTeamName();
i23-matrix__reuse_sf__single_shot__none__r4,reuse_sf__single_shot__none,4,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:57: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:141: String name = best.getTeamName();"
i23-matrix__reuse_sf__single_shot__none__r5,reuse_sf__single_shot__none,5,budget_exhausted,False,,,none,,none,0,,
i23-matrix__reuse_sfb__single_shot__none__r1,reuse_sfb__single_shot__none,1,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:62: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:95: String name = best.getTeamName();"
i23-matrix__reuse_sfb__single_shot__none__r2,reuse_sfb__single_shot__none,2,budget_exhausted,False,1,pass,passthrough,fail,recorded,0,recordsRealScore recordsRealSurvivalTime recordsRealPlayerName recordRunEndAddsExactlyOneEntry,ApoMarioPanel.java:258: String name = selected.getTeamName();
i23-matrix__reuse_sfb__single_shot__none__r3,reuse_sfb__single_shot__none,3,budget_exhausted,False,,,none,,none,0,,
i23-matrix__reuse_sfb__single_shot__none__r4,reuse_sfb__single_shot__none,4,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:104: String name = selected.getTeamName(); | ApoMarioHighscore.java:183: this.playersNames.add(name.length() == 0 ? ""Player"" : name);"
i23-matrix__reuse_sfb__single_shot__none__r5,reuse_sfb__single_shot__none,5,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:56: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:122: String name = selected.getTeamName();"
