runId,condition,repetition,status,functionalSuccess,finalSubmission,compilation,class,rejectsNullName,mechanism,nullNameTestsFailed,failingChecks,citedLines
i28-graph__generation_s__agentic__static-ast-guard__r1,generation_s__agentic__static-ast-guard,1,completed,True,4,pass,passthrough,pass,rejected_at_store,0,,ApoMarioLevel.java:1202: String name = player.getTeamName(); | ApoMarioHighscore.java:215: String name = player.getTeamName();
i28-graph__generation_s__agentic__static-ast-guard__r2,generation_s__agentic__static-ast-guard,2,completed,True,2,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:82: String playerName = player.getTeamName();
i28-graph__generation_s__agentic__static-ast-guard__r3,generation_s__agentic__static-ast-guard,3,completed,True,5,pass,fallback,pass,recorded,0,,"ApoMarioLevel.java:1200: String playerName = selected.getTeamName(); | ApoMarioMenu.java:591: String name = names.get(i) == null ? ""Unknown"" : names.get(i); | ApoMarioHighscore.java:90: String playerName = selected.getTeamName();"
i28-graph__generation_s__agentic__static-ast-guard__r4,generation_s__agentic__static-ast-guard,4,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:49: String name = player.getTeamName();
i28-graph__generation_s__agentic__static-ast-guard__r5,generation_s__agentic__static-ast-guard,5,completed,True,2,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:68: String name = player.getTeamName();
i28-graph__generation_s__agentic__static-ast__r1,generation_s__agentic__static-ast,1,completed,True,2,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:98: String name = player.getTeamName();
i28-graph__generation_s__agentic__static-ast__r2,generation_s__agentic__static-ast,2,completed,True,5,pass,passthrough,pass,rejected_at_store,0,,ApoMarioLevel.java:1195: String name = player.getTeamName(); | ApoMarioHighscore.java:81: String name = player.getTeamName();
i28-graph__generation_s__agentic__static-ast__r3,generation_s__agentic__static-ast,3,completed,True,2,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:111: String name = selected.getTeamName();
i28-graph__generation_s__agentic__static-ast__r4,generation_s__agentic__static-ast,4,completed,True,4,pass,passthrough,pass,rejected_at_store,0,,ApoMarioLevel.java:1192: String name = selected.getTeamName(); | ApoMarioHighscore.java:73: String name = player.getTeamName();
i28-graph__generation_s__agentic__static-ast__r5,generation_s__agentic__static-ast,5,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:62: String name = player.getTeamName(); | ApoMarioHighscore.java:64: name = player.getAi().getTeamName();
i28-graph__generation_s__agentic__static__r1,generation_s__agentic__static,1,completed,True,3,pass,passthrough,pass,rejected_at_store,0,,ApoMarioLevel.java:1190: String name = player.getTeamName(); | ApoMarioHighscore.java:81: String name = player.getTeamName();
i28-graph__generation_s__agentic__static__r2,generation_s__agentic__static,2,completed,True,2,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:64: String name = player.getTeamName();
i28-graph__generation_s__agentic__static__r3,generation_s__agentic__static,3,completed,True,3,pass,passthrough,pass,rejected_at_store,0,,ApoMarioLevel.java:1190: String name = selected.getTeamName(); | ApoMarioHighscore.java:104: String name = selected.getTeamName();
i28-graph__generation_s__agentic__static__r4,generation_s__agentic__static,4,completed,True,2,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:103: String playerName = player.getTeamName();
i28-graph__generation_s__agentic__static__r5,generation_s__agentic__static,5,completed,True,2,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:130: String name = player.getTeamName();
i28-graph__reuse_sb__agentic__none__r1,reuse_sb__agentic__none,1,completed,True,2,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:57: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:182: String name = best.getTeamName();"
i28-graph__reuse_sb__agentic__none__r2,reuse_sb__agentic__none,2,completed,True,3,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:44: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:73: storeRun(player.getPoints(), level.getPassedTime(), player.getTeamName());"
i28-graph__reuse_sb__agentic__none__r3,reuse_sb__agentic__none,3,completed,True,2,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:43: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:116: String name = best.getTeamName();"
i28-graph__reuse_sb__agentic__none__r4,reuse_sb__agentic__none,4,completed,True,2,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:47: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:48: if (name.length() == 0) name = ""Player""; | ApoMarioHighscore.java:70: String name = selected.getTeamName(); | ApoMarioHighscore.java:71: if ((name == null || name.trim().length() == 0) && selected.getAi() != null) name = selected.getAi().getTeamName();"
i28-graph__reuse_sb__agentic__none__r5,reuse_sb__agentic__none,5,completed,True,2,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:33: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:34: if (name.length() == 0) name = ""Player""; | ApoMarioHighscore.java:94: String name = selected.getTeamName(); | ApoMarioHighscore.java:167: this.name = name == null || name.length() == 0 ? ""Player"" : name;"
i28-graph__reuse_sb__agentic__static-ast-advise__r1,reuse_sb__agentic__static-ast-advise,1,completed,True,4,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:110: String name = selected.getTeamName(); | ApoMarioHighscore.java:212: String prefix = absoluteStore.getFileName() == null ? ""apomario-highscore"" : absoluteStore.getFileName().toString();"
i28-graph__reuse_sb__agentic__static-ast-advise__r2,reuse_sb__agentic__static-ast-advise,2,completed,True,4,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:143: String name = selected.getTeamName();
i28-graph__reuse_sb__agentic__static-ast-advise__r3,reuse_sb__agentic__static-ast-advise,3,completed,True,3,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:78: name = selected.getTeamName();
i28-graph__reuse_sb__agentic__static-ast-advise__r4,reuse_sb__agentic__static-ast-advise,4,completed,True,4,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:101: name = player.getTeamName(); | ApoMarioHighscore.java:103: name = player.getAi().getTeamName();
i28-graph__reuse_sb__agentic__static-ast-advise__r5,reuse_sb__agentic__static-ast-advise,5,completed,True,5,pass,skip_on_null,pass,skipped_at_hook,0,,ApoMarioHighscore.java:104: if (selected.getTeamName() != null && selected.getTeamName().trim().length() > 0) { | ApoMarioHighscore.java:105: name = selected.getTeamName().trim();
i28-graph__reuse_sb__agentic__static-ast-guard__r1,reuse_sb__agentic__static-ast-guard,1,completed,True,4,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:216: String name = selected == null ? null : selected.getTeamName(); | ApoMarioHighscore.java:217: if (validName(name) == null) name = ""Player"";"
i28-graph__reuse_sb__agentic__static-ast-guard__r2,reuse_sb__agentic__static-ast-guard,2,completed,True,2,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:92: String name = validName(selected.getTeamName()); | ApoMarioHighscore.java:93: if (name == null) name = ""Player"";"
i28-graph__reuse_sb__agentic__static-ast-guard__r3,reuse_sb__agentic__static-ast-guard,3,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:147: String name = selected == null ? null : selected.getTeamName();
i28-graph__reuse_sb__agentic__static-ast-guard__r4,reuse_sb__agentic__static-ast-guard,4,completed,True,4,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:142: name = selected.getTeamName(); | ApoMarioHighscore.java:147: if (validName(name) == null) name = ""Player"";"
i28-graph__reuse_sb__agentic__static-ast-guard__r5,reuse_sb__agentic__static-ast-guard,5,completed,True,3,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:91: String name = validName(player.getTeamName());
i28-graph__reuse_sb__agentic__static-ast__r1,reuse_sb__agentic__static-ast,1,completed,True,2,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:86: String name = validName(player.getTeamName()) ? player.getTeamName().trim() : ""Player"";"
i28-graph__reuse_sb__agentic__static-ast__r2,reuse_sb__agentic__static-ast,2,completed,True,3,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:111: String name = selected.getTeamName();
i28-graph__reuse_sb__agentic__static-ast__r3,reuse_sb__agentic__static-ast,3,completed,True,4,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:106: String name = chosen.getTeamName(); | ApoMarioHighscore.java:107: if (!validName(name)) name = ""Player"";"
i28-graph__reuse_sb__agentic__static-ast__r4,reuse_sb__agentic__static-ast,4,completed,True,1,pass,skip_on_null,pass,skipped_at_hook,0,,ApoMarioHighscore.java:127: if (selected.getTeamName() != null && validName(selected.getTeamName())) { | ApoMarioHighscore.java:128: name = selected.getTeamName().trim();
i28-graph__reuse_sb__agentic__static-ast__r5,reuse_sb__agentic__static-ast,5,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:131: String name = selected.getTeamName();
i28-graph__reuse_sb__agentic__static__r1,reuse_sb__agentic__static,1,completed,True,5,pass,passthrough,pass,rejected_at_store,0,,ApoMarioLevel.java:1199: String name = result.getTeamName(); | ApoMarioHighscore.java:80: String name = validName(player.getTeamName());
i28-graph__reuse_sb__agentic__static__r2,reuse_sb__agentic__static,2,completed,True,2,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:159: name = player.getTeamName();
i28-graph__reuse_sb__agentic__static__r3,reuse_sb__agentic__static,3,completed,True,2,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:88: String name = selected.getTeamName();
i28-graph__reuse_sb__agentic__static__r4,reuse_sb__agentic__static,4,completed,True,3,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:69: String name = chosen == null ? null : chosen.getTeamName();
i28-graph__reuse_sb__agentic__static__r5,reuse_sb__agentic__static,5,completed,True,2,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:130: String playerName = selected.getTeamName();
