runId,condition,repetition,status,functionalSuccess,finalSubmission,compilation,class,rejectsNullName,mechanism,nullNameTestsFailed,failingChecks,citedLines
i29-v11__generation_s__agentic__static__r1,generation_s__agentic__static,1,completed,True,2,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:156: String candidate = selected.getTeamName();
i29-v11__generation_s__agentic__static__r2,generation_s__agentic__static,2,completed,True,3,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:112: String candidate = selected.getTeamName();
i29-v11__generation_s__agentic__static__r3,generation_s__agentic__static,3,completed,True,2,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:175: name = selected.getTeamName(); | ApoMarioHighscore.java:221: String name = run.playerName == null ? ""Player"" : run.playerName;"
i29-v11__generation_s__agentic__static__r4,generation_s__agentic__static,4,completed,True,1,pass,skip_on_null,pass,skipped_at_hook,0,,ApoMarioHighscore.java:162: if (selected.getTeamName() != null && selected.getTeamName().length() > 0 | ApoMarioHighscore.java:163: && selected.getTeamName().length() <= MAX_NAME_LENGTH) { | ApoMarioHighscore.java:164: name = selected.getTeamName();
i29-v11__generation_s__agentic__static__r5,generation_s__agentic__static,5,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:86: String candidate = selected.getTeamName();
i29-v11__reuse_sb__agentic__none__r1,reuse_sb__agentic__none,1,completed,True,1,pass,passthrough,fail,recorded,0,,ApoMarioHighscore.java:98: String name = selected.getTeamName();
i29-v11__reuse_sb__agentic__none__r2,reuse_sb__agentic__none,2,completed,True,2,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:32: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:92: String name = best.getTeamName();"
i29-v11__reuse_sb__agentic__none__r3,reuse_sb__agentic__none,3,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:38: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:118: String name = best.getTeamName();"
i29-v11__reuse_sb__agentic__none__r4,reuse_sb__agentic__none,4,completed,True,2,pass,passthrough,fail,recorded,0,,ApoMarioHighscore.java:74: String name = selected.getTeamName();
i29-v11__reuse_sb__agentic__none__r5,reuse_sb__agentic__none,5,budget_exhausted,False,5,fail,none,compile_error,none,2,emptyBoardInitially saveAddsEntry parallelListsAligned boardSortedDescendingByPoints entriesPersistAcrossSessions emptyPersistRobust rankingPreservedAfterReload recordsRealScore recordsRealSurvivalTime recordsRealPlayerName recordRunEndAddsExactlyOneEntry runEndRecordsScoreWithoutHelp recordedNameIsTheRealPlayersName noPhantomEntriesWithoutRunEnd recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,
i29-v11__reuse_sb__agentic__static-guard__r1,reuse_sb__agentic__static-guard,1,completed,True,1,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:98: String name = player == null ? ""Player"" : player.getTeamName(); | ApoMarioHighscorePanel.java:69: g.drawString(names.get(i) == null ? ""Player"" : names.get(i), 165, y);"
i29-v11__reuse_sb__agentic__static-guard__r2,reuse_sb__agentic__static-guard,2,completed,True,1,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:74: name = selected.getTeamName(); | ApoMarioHighscorePanel.java:71: String name = names.get(i) == null ? ""Player"" : names.get(i);"
i29-v11__reuse_sb__agentic__static-guard__r3,reuse_sb__agentic__static-guard,3,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:93: String candidate = selected.getTeamName();
i29-v11__reuse_sb__agentic__static-guard__r4,reuse_sb__agentic__static-guard,4,completed,True,1,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:198: String name = selected == null ? null : selected.getTeamName(); | ApoMarioHighscore.java:199: if (!isValidName(name)) name = ""Player"";"
i29-v11__reuse_sb__agentic__static-guard__r5,reuse_sb__agentic__static-guard,5,completed,True,4,pass,fallback,pass,recorded,0,,"ApoMarioLevel.java:1202: String name = selected == null ? ""Player"" : selected.getTeamName(); | ApoMarioHighscore.java:46: if (selected.getTeamName() != null && selected.getTeamName().trim().length() > 0) { | ApoMarioHighscore.java:47: playerName = selected.getTeamName().trim();"
i29-v11__reuse_sb__agentic__static__r1,reuse_sb__agentic__static,1,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:166: String name = selected.getTeamName();
i29-v11__reuse_sb__agentic__static__r2,reuse_sb__agentic__static,2,completed,True,1,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:117: name = player.getTeamName(); | ApoMarioHighscoreView.java:87: String name = names.get(i) == null ? ""Player"" : names.get(i);"
i29-v11__reuse_sb__agentic__static__r3,reuse_sb__agentic__static,3,completed,True,1,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:126: name = player.getTeamName(); | ApoMarioHighscore.java:296: String name = names.get(i) == null ? ""Player"" : names.get(i);"
i29-v11__reuse_sb__agentic__static__r4,reuse_sb__agentic__static,4,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:90: String name = selected.getTeamName();
i29-v11__reuse_sb__agentic__static__r5,reuse_sb__agentic__static,5,completed,True,5,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:114: String name = player == null ? DEFAULT_NAME : player.getTeamName();
