runId,condition,repetition,status,functionalSuccess,finalSubmission,compilation,class,rejectsNullName,mechanism,nullNameTestsFailed,failingChecks,citedLines
i20-v10__reuse_sb__single_shot__none__r1,reuse_sb__single_shot__none,1,completed,True,3,pass,fallback,fail,recorded,0,,"ApoMarioPanel.java:160: String name = best.getTeamName(); | ApoMarioPanel.java:161: if (name == null || name.length() == 0) name = ""Player""; | ApoMarioHighscore.java:29: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:30: if (name.length() == 0) name = ""Player""; | ApoMarioHighscore.java:71: String name = best.getTeamName(); | ApoMarioHighscore.java:72: if (name == null || name.trim().length() == 0) name = ""Player"";"
i20-v10__reuse_sb__single_shot__none__r2,reuse_sb__single_shot__none,2,completed,True,4,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:82: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:83: if (name.length() == 0) name = ""Player""; | ApoMarioHighscore.java:124: String name = player.getTeamName(); | ApoMarioHighscore.java:125: if (name == null || name.trim().length() == 0) name = ""Player"";"
i20-v10__reuse_sb__single_shot__none__r3,reuse_sb__single_shot__none,3,completed,True,2,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:36: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:37: if (name.length() == 0) name = ""Player""; | ApoMarioHighscore.java:64: String name = best.getTeamName(); | ApoMarioHighscore.java:65: if ((name == null || name.trim().length() == 0) && best.getAi() != null) name = best.getAi().getTeamName(); | ApoMarioHighscore.java:66: if (name == null || name.trim().length() == 0) name = ""Player"";"
i20-v10__reuse_sb__single_shot__none__r4,reuse_sb__single_shot__none,4,completed,True,2,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:36: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:37: if (name.length() == 0) name = ""Player""; | ApoMarioHighscore.java:105: String name = best.getTeamName(); | ApoMarioHighscore.java:106: if (name == null || name.trim().length() == 0) name = ""Player"";"
i20-v10__reuse_sb__single_shot__none__r5,reuse_sb__single_shot__none,5,completed,True,2,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:33: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:34: if (name.length() == 0) name = ""Player""; | ApoMarioHighscore.java:46: String name = best.getTeamName(); if (name == null || name.length() == 0) name = ""Player""; | ApoMarioHighscore.java:50: try { Path parent=store.getParent(); if(parent!=null) Files.createDirectories(parent); BufferedWriter w=Files.newBufferedWriter(store, StandardCharsets.UTF_8); try { for(int i=0;i<names.size();i++){ w.write(scores.get(i)+""\t""+times.get(i)+""\t""+names.get(i).replace(""\t"","" "").replace(""\n"","" "")); w.newLine(); } } finally { w.close(); } } catch(IOException ignored) { }"
i20-v10__reuse_sb__single_shot__static__r1,reuse_sb__single_shot__static,1,completed,True,2,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:123: String name = selected.getTeamName(); | ApoMarioHighscore.java:124: if (name == null || name.trim().length() == 0 || name.length() > MAX_NAME || !safeName(name)) name = ""Player"";"
i20-v10__reuse_sb__single_shot__static__r2,reuse_sb__single_shot__static,2,completed,True,2,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:65: String name = player == null ? ""Player"" : player.getTeamName(); | ApoMarioHighscore.java:66: if (!validName(name)) name = ""Player"";"
i20-v10__reuse_sb__single_shot__static__r3,reuse_sb__single_shot__static,3,completed,True,1,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:86: String name = selected == null ? ""Player"" : selected.getTeamName(); | ApoMarioHighscore.java:87: if (!validName(name)) name = ""Player"";"
i20-v10__reuse_sb__single_shot__static__r4,reuse_sb__single_shot__static,4,completed,True,4,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:76: String name = player.getTeamName(); | ApoMarioHighscore.java:77: if (name == null || name.trim().length() == 0 || name.length() > MAX_NAME_LENGTH || !safe(name.trim())) name = ""Player"";"
i20-v10__reuse_sb__single_shot__static__r5,reuse_sb__single_shot__static,5,completed,True,2,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:66: String name = player.getTeamName(); | ApoMarioHighscore.java:67: if (name == null || name.trim().length() == 0 || name.length() > MAX_NAME || !isSafe(name)) name = ""Player"";"
