runId,condition,repetition,status,functionalSuccess,finalSubmission,compilation,class,rejectsNullName,mechanism,nullNameTestsFailed,failingChecks,citedLines
i31-v13__generation_s__agentic__static__r1,generation_s__agentic__static,1,completed,True,2,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:88: String name = selected.getTeamName(); | ApoMarioHighscore.java:90: name = selected.getAi().getTeamName();
i31-v13__generation_s__agentic__static__r2,generation_s__agentic__static,2,completed,True,3,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:109: if (player != null && player.getTeamName() != null | ApoMarioHighscore.java:110: && player.getTeamName().trim().length() > 0) { | ApoMarioHighscore.java:111: name = player.getTeamName().trim();
i31-v13__generation_s__agentic__static__r3,generation_s__agentic__static,3,completed,True,3,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:76: String name = selected.getTeamName();
i31-v13__generation_s__agentic__static__r4,generation_s__agentic__static,4,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:97: String name = player.getTeamName(); | ApoMarioHighscore.java:99: name = player.getAi().getTeamName();
i31-v13__generation_s__agentic__static__r5,generation_s__agentic__static,5,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:64: String name = player.getTeamName(); | ApoMarioHighscore.java:66: name = player.getAi().getTeamName();
i31-v13__reuse_sb__agentic__none__r1,reuse_sb__agentic__none,1,completed,True,4,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:45: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:97: String name = player.getTeamName(); | ApoMarioHighscore.java:99: name = player.getAi().getTeamName();"
i31-v13__reuse_sb__agentic__none__r2,reuse_sb__agentic__none,2,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:48: String name = playerName == null ? ""Human"" : playerName.trim(); | ApoMarioHighscore.java:112: String name = selected.getTeamName();"
i31-v13__reuse_sb__agentic__none__r3,reuse_sb__agentic__none,3,completed,True,2,pass,passthrough,fail,recorded,0,,ApoMarioHighscore.java:92: String name = selected.getTeamName();
i31-v13__reuse_sb__agentic__none__r4,reuse_sb__agentic__none,4,completed,True,2,pass,passthrough,fail,recorded,0,,ApoMarioHighscore.java:62: String name = best.getTeamName();
i31-v13__reuse_sb__agentic__none__r5,reuse_sb__agentic__none,5,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:32: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:69: String name = player.getTeamName();"
i31-v13__reuse_sb__agentic__static-guard__r1,reuse_sb__agentic__static-guard,1,budget_exhausted,False,5,pass,fallback,pass,recorded,0,recordsRealScore recordsRealSurvivalTime recordsRealPlayerName recordRunEndAddsExactlyOneEntry,"ApoMarioLevel.java:1282: this.highscoreName = selected == null ? null : selected.getTeamName(); | ApoMarioHighscore.java:81: String name = player.getTeamName(); | ApoMarioHighscore.java:126: String fileName = this.store.getFileName() == null ? ""highscore"" : this.store.getFileName().toString();"
i31-v13__reuse_sb__agentic__static-guard__r2,reuse_sb__agentic__static-guard,2,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:130: String name = selected.getTeamName();
i31-v13__reuse_sb__agentic__static-guard__r3,reuse_sb__agentic__static-guard,3,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:99: String playerName = player.getTeamName();
i31-v13__reuse_sb__agentic__static-guard__r4,reuse_sb__agentic__static-guard,4,completed,True,1,pass,skip_on_null,pass,skipped_at_hook,0,,ApoMarioLevel.java:1239: String highscoreName = highscorePlayer.getTeamName(); | ApoMarioHighscore.java:88: if (selected.getTeamName() != null && selected.getTeamName().trim().length() > 0) { | ApoMarioHighscore.java:89: name = selected.getTeamName().trim();
i31-v13__reuse_sb__agentic__static-guard__r5,reuse_sb__agentic__static-guard,5,completed,True,4,pass,skip_on_null,pass,skipped_at_hook,0,,ApoMarioHighscore.java:114: if (player.getTeamName() != null && player.getTeamName().trim().length() > 0) { | ApoMarioHighscore.java:115: name = player.getTeamName().trim();
i31-v13__reuse_sb__agentic__static__r1,reuse_sb__agentic__static,1,completed,True,4,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:83: String prefix = absolute.getFileName() == null ? ""highscore"" : absolute.getFileName().toString(); | ApoMarioHighscore.java:124: String name = validName(selected.getTeamName()); | ApoMarioHighscore.java:125: if (name == null) name = ""human"";"
i31-v13__reuse_sb__agentic__static__r2,reuse_sb__agentic__static,2,completed,True,2,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:100: name = selected.getTeamName(); | ApoMarioHighscore.java:110: if (name == null) name = ""human"";"
i31-v13__reuse_sb__agentic__static__r3,reuse_sb__agentic__static,3,completed,True,1,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:132: String name = selected == null ? ""human"" : selected.getTeamName();"
i31-v13__reuse_sb__agentic__static__r4,reuse_sb__agentic__static,4,completed,True,3,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:76: String name = selected == null ? ""human"" : selected.getTeamName();"
i31-v13__reuse_sb__agentic__static__r5,reuse_sb__agentic__static,5,budget_exhausted,False,5,pass,fallback,pass,recorded,2,runEndRecordsScoreWithoutHelp recordedNameIsTheRealPlayersName noPhantomEntriesWithoutRunEnd recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,"ApoMarioHighscore.java:106: if (selected.getTeamName() != null | ApoMarioHighscore.java:107: && selected.getTeamName().trim().length() > 0) { | ApoMarioHighscore.java:108: name = selected.getTeamName().trim(); | ApoMarioHighscore.java:136: String fileName = this.store.getFileName() == null ? ""highscores"" : this.store.getFileName().toString();"
