runId,condition,repetition,status,functionalSuccess,finalSubmission,compilation,class,rejectsNullName,mechanism,nullNameTestsFailed,failingChecks,citedLines
i10-agentic-delivery__generation_s__agentic__static__r1,generation_s__agentic__static,1,budget_exhausted,False,5,pass,skip_on_null,pass,skipped_at_hook,2,recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,"ApoMarioLevel.java:1193: if (player == null || player.getTeamName() == null || !(this.component instanceof ApoMarioPanel)) return; | ApoMarioLevel.java:1195: if (board != null && board.storeRun(player.getPoints(), this.getPassedTime(), player.getTeamName())) this.runRecorded = true; | ApoMarioHighscore.java:98: storeRun(selected.getPoints(), level.getPassedTime(), selected.getTeamName());"
i10-agentic-delivery__generation_s__agentic__static__r2,generation_s__agentic__static,2,budget_exhausted,False,4,pass,fallback,pass,recorded,0,recordsRealScore recordsRealSurvivalTime recordsRealPlayerName recordRunEndAddsExactlyOneEntry,"ApoMarioLevel.java:1252: String name = player.getTeamName(); | ApoMarioLevel.java:1253: if (name == null || name.length() == 0) name = ""Player"";"
i10-agentic-delivery__generation_s__agentic__static__r3,generation_s__agentic__static,3,completed,True,4,pass,fallback,pass,recorded,0,,"ApoMarioLevel.java:1184: String name = player.getTeamName(); | ApoMarioLevel.java:1185: if (name == null || name.trim().length() == 0) name = ""Player""; | ApoMarioHighscore.java:119: String name = player.getTeamName(); | ApoMarioHighscore.java:120: if (name == null || name.trim().length() == 0) name = ""Player"";"
i10-agentic-delivery__generation_s__agentic__static__r4,generation_s__agentic__static,4,budget_exhausted,False,5,pass,skip_on_null,pass,skipped_at_hook,2,recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,"ApoMarioHighscore.java:46: if (player == null || player.getAi() != null || player.getTeamName() == null) return; | ApoMarioHighscore.java:50: if (storeRun(player.getPoints(), elapsed, player.getTeamName())) persistAcrossRuns();"
i10-agentic-delivery__generation_s__agentic__static__r5,generation_s__agentic__static,5,budget_exhausted,False,5,pass,passthrough,pass,rejected_at_store,2,recordedNameIsTheRealPlayersName recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,"ApoMarioHighscore.java:65: storeRun(player.getPoints(), level.getPassedTime(), player.getTeamName());"
i10-agentic-delivery__generation_s__single_shot__none__r1,generation_s__single_shot__none,1,completed,True,2,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:42: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:54: String name = player.getTeamName();"
i10-agentic-delivery__generation_s__single_shot__none__r2,generation_s__single_shot__none,2,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:63: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:117: String name = chosen.getTeamName(); | ApoMarioHighscore.java:118: if (name == null || name.trim().length() == 0) name = ""Player"";"
i10-agentic-delivery__generation_s__single_shot__none__r3,generation_s__single_shot__none,3,completed,True,1,pass,passthrough,fail,recorded,0,,ApoMarioHighscore.java:62: String name = player.getTeamName();
i10-agentic-delivery__generation_s__single_shot__none__r4,generation_s__single_shot__none,4,completed,True,2,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:40: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:67: String name = player.getTeamName();"
i10-agentic-delivery__generation_s__single_shot__none__r5,generation_s__single_shot__none,5,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:61: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:105: String name = player.getTeamName(); | ApoMarioHighscore.java:107: if (name == null || name.trim().length() == 0) name = ""Player"";"
i10-agentic-delivery__generation_s__single_shot__static__r1,generation_s__single_shot__static,1,budget_exhausted,False,5,pass,skip_on_null,pass,skipped_at_hook,2,recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,"ApoMarioLevel.java:1182: if (player == null || player.getAi() != null || player.getTeamName() == null) return; | ApoMarioLevel.java:1184: panel.getHighscore().storeRun(player.getPoints(), this.getPassedTime(), player.getTeamName()); | ApoMarioHighscore.java:49: if (first != null && first.getTeamName() != null) selected = first; | ApoMarioHighscore.java:53: if (player != null && player.getAi() == null && player.getTeamName() != null) { | ApoMarioHighscore.java:66: storeRun(selected.getPoints(), elapsed, selected.getTeamName());"
i10-agentic-delivery__generation_s__single_shot__static__r2,generation_s__single_shot__static,2,budget_exhausted,False,5,pass,skip_on_null,pass,skipped_at_hook,2,recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,"ApoMarioLevel.java:1182: if (player == null || player.getTeamName() == null) return; | ApoMarioLevel.java:1183: panel.getHighscore().storeRun(player.getPoints(), this.getPassedTime(), player.getTeamName()); | ApoMarioHighscore.java:62: String name = player.getTeamName();"
i10-agentic-delivery__generation_s__single_shot__static__r3,generation_s__single_shot__static,3,budget_exhausted,False,5,pass,skip_on_null,pass,skipped_at_hook,2,recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,"ApoMarioLevel.java:1187: if (player == null || player.getTeamName() == null) return; | ApoMarioHighscore.java:44: if (player != null && player.getTeamName() != null | ApoMarioHighscore.java:52: storeRun(selected.getPoints(), elapsed, selected.getTeamName());"
i10-agentic-delivery__generation_s__single_shot__static__r4,generation_s__single_shot__static,4,completed,True,4,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:139: String name = player.getTeamName(); | ApoMarioHighscore.java:140: if (name == null || name.length() == 0) name = ""Player"";"
i10-agentic-delivery__generation_s__single_shot__static__r5,generation_s__single_shot__static,5,completed,True,4,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:98: String name = selected.getTeamName(); | ApoMarioHighscore.java:99: if (name == null || name.length() == 0) name = ""Player"";"
i10-agentic-delivery__reuse_sb__agentic__adaptive__r1,reuse_sb__agentic__adaptive,1,budget_exhausted,False,3,fail,fallback,compile_error,recorded,2,emptyBoardInitially saveAddsEntry parallelListsAligned boardSortedDescendingByPoints entriesPersistAcrossSessions emptyPersistRobust rankingPreservedAfterReload recordsRealScore recordsRealSurvivalTime recordsRealPlayerName recordRunEndAddsExactlyOneEntry runEndRecordsScoreWithoutHelp recordedNameIsTheRealPlayersName noPhantomEntriesWithoutRunEnd recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,"ApoMarioHighscore.java:28: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:62: if (elapsed >= 0) storeRun(p.getPoints(), elapsed, p.getTeamName());"
i10-agentic-delivery__reuse_sb__agentic__adaptive__r2,reuse_sb__agentic__adaptive,2,completed,True,3,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:34: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:74: String name = selected.getTeamName(); | ApoMarioHighscore.java:75: if (name == null || name.trim().length() == 0) name = ""Player"";"
i10-agentic-delivery__reuse_sb__agentic__adaptive__r3,reuse_sb__agentic__adaptive,3,completed,True,2,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:59: String name = p.getTeamName(); if (name == null || name.trim().length() == 0) name = ""Human"";"
i10-agentic-delivery__reuse_sb__agentic__adaptive__r4,reuse_sb__agentic__adaptive,4,completed,True,4,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:31: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:57: String name = chosen.getTeamName();"
i10-agentic-delivery__reuse_sb__agentic__adaptive__r5,reuse_sb__agentic__adaptive,5,completed,True,5,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:31: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:69: String name = player.getTeamName(); | ApoMarioHighscore.java:70: if (name == null || name.trim().length() == 0) name = ""Player"";"
i10-agentic-delivery__reuse_sb__agentic__none__r1,reuse_sb__agentic__none,1,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:35: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:70: String name = player.getTeamName(); | ApoMarioHighscore.java:71: if (name == null || name.trim().length() == 0) name = ""Player"";"
i10-agentic-delivery__reuse_sb__agentic__none__r2,reuse_sb__agentic__none,2,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:43: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:119: String name = chosen.getTeamName();"
i10-agentic-delivery__reuse_sb__agentic__none__r3,reuse_sb__agentic__none,3,completed,True,3,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:36: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:85: storeRun(player.getPoints(), level.getPassedTime(), player.getTeamName());"
i10-agentic-delivery__reuse_sb__agentic__none__r4,reuse_sb__agentic__none,4,completed,True,2,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:30: if (playerName == null || playerName.trim().length() == 0) playerName = ""Player""; | ApoMarioHighscore.java:78: String name = chosen.getTeamName(); | ApoMarioHighscore.java:79: if (name == null || name.trim().length() == 0) name = ""Player"";"
i10-agentic-delivery__reuse_sb__agentic__none__r5,reuse_sb__agentic__none,5,completed,True,4,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:26: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:46: storeRun(p.getPoints(), level.getPassedTime(), p.getTeamName());"
i10-agentic-delivery__reuse_sb__agentic__static__r1,reuse_sb__agentic__static,1,budget_exhausted,False,3,pass,fallback,pass,recorded,2,recordedNameIsTheRealPlayersName recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,"ApoMarioHighscore.java:41: try { storeRun(player.getPoints(), level.getPassedTime(), player.getTeamName()); } catch (RuntimeException ignored) { } | ApoMarioHighscore.java:59: for (int i = 0; i < count; i++) { String line = in.readLine(); if (line == null) throw new IOException(""truncated""); String[] p = line.split(""\\t"", -1); if (p.length != 3) throw new IOException(""record""); String name = normalize(new String(Base64.getDecoder().decode(p[0]), StandardCharsets.UTF_8)); int score = Integer.parseInt(p[1]); int time = Integer.parseInt(p[2]); if (name == null || score < 0 || time < 0 || time > MAX_TIME) throw new IOException(""value""); names.add(name); scores.add(Integer.valueOf(score)); times.add(Integer.valueOf(time)); }"
i10-agentic-delivery__reuse_sb__agentic__static__r2,reuse_sb__agentic__static,2,completed,True,3,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:69: String name = p.getTeamName(); | ApoMarioHighscore.java:70: if (name == null || name.trim().length() == 0) name = ""Human"";"
i10-agentic-delivery__reuse_sb__agentic__static__r3,reuse_sb__agentic__static,3,completed,True,4,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:58: String name=p.getTeamName(); if(name==null || name.trim().length()==0) name=""Human"";"
i10-agentic-delivery__reuse_sb__agentic__static__r4,reuse_sb__agentic__static,4,completed,True,4,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:51: String name = player.getTeamName(); | ApoMarioHighscore.java:52: if (name == null || name.trim().length() == 0) name = ""Human"";"
i10-agentic-delivery__reuse_sb__agentic__static__r5,reuse_sb__agentic__static,5,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,"ApoMarioHighscore.java:92: String n=p.getTeamName(); if (n==null || n.trim().length()==0) n=""Player"";"
i10-agentic-delivery__reuse_sb__single_shot__none__r1,reuse_sb__single_shot__none,1,completed,True,2,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:37: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:72: String name = best.getTeamName(); | ApoMarioHighscore.java:73: if (name == null || name.trim().length() == 0) name = ""Player"";"
i10-agentic-delivery__reuse_sb__single_shot__none__r2,reuse_sb__single_shot__none,2,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:32: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:58: String name = best.getTeamName(); | ApoMarioHighscore.java:59: if (name == null || name.trim().length() == 0) name = ""Player"";"
i10-agentic-delivery__reuse_sb__single_shot__none__r3,reuse_sb__single_shot__none,3,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:31: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:55: String name = best.getTeamName(); | ApoMarioHighscore.java:56: if (name == null || name.trim().length() == 0) name = ""Player"";"
i10-agentic-delivery__reuse_sb__single_shot__none__r4,reuse_sb__single_shot__none,4,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:31: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:81: String name = chosen.getTeamName(); | ApoMarioHighscore.java:82: if (name == null || name.trim().length() == 0) name = ""Player"";"
i10-agentic-delivery__reuse_sb__single_shot__none__r5,reuse_sb__single_shot__none,5,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:34: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:57: String name = best.getTeamName(); | ApoMarioHighscore.java:58: if (name == null || name.trim().length() == 0) name = ""Player"";"
i10-agentic-delivery__reuse_sb__single_shot__static__r1,reuse_sb__single_shot__static,1,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,"ApoMarioHighscore.java:66: storeRun(selected.getPoints(), elapsed, selected.getTeamName() == null ? ""Human"" : selected.getTeamName());"
i10-agentic-delivery__reuse_sb__single_shot__static__r2,reuse_sb__single_shot__static,2,budget_exhausted,False,5,pass,passthrough,pass,rejected_at_store,2,recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,"ApoMarioHighscore.java:60: if (elapsed >= 0 && storeRun(p.getPoints(), elapsed, p.getTeamName())) persistAcrossRuns();"
i10-agentic-delivery__reuse_sb__single_shot__static__r3,reuse_sb__single_shot__static,3,completed,True,2,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:69: String name = selected.getTeamName(); | ApoMarioHighscore.java:70: if (name == null || name.trim().length() == 0) name = ""Human"";"
i10-agentic-delivery__reuse_sb__single_shot__static__r4,reuse_sb__single_shot__static,4,completed,True,4,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:51: String name = player.getTeamName(); | ApoMarioHighscore.java:52: if (name == null || name.trim().length() == 0) name = ""Human"";"
i10-agentic-delivery__reuse_sb__single_shot__static__r5,reuse_sb__single_shot__static,5,completed,True,1,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:52: String name = player.getTeamName(); | ApoMarioHighscore.java:53: if (name == null || name.trim().length() == 0) name = ""Human"";"
