runId,condition,repetition,status,functionalSuccess,finalSubmission,compilation,class,rejectsNullName,mechanism,nullNameTestsFailed,failingChecks,citedLines
i09-generic-acquisition__generation_s__requirements__r2,generation_s__requirements,2,completed,True,1,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:52: String name = player.getTeamName(); | ApoMarioHighscore.java:53: if (name == null || name.trim().length() == 0) name = ""Player"";"
i09-generic-acquisition__generation_s__requirements__r3,generation_s__requirements,3,completed,True,2,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:85: String name = p.getTeamName(); | ApoMarioHighscore.java:87: if (name == null || name.trim().length() == 0) name = ""Player"";"
i09-generic-acquisition__generation_s__requirements__r4,generation_s__requirements,4,completed,True,3,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:72: String name = player.getTeamName(); | ApoMarioHighscore.java:73: if (name == null || name.trim().length() == 0) name = ""Player"";"
i09-generic-acquisition__generation_s__requirements__r5,generation_s__requirements,5,completed,True,2,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:91: String name = selected.getTeamName(); | ApoMarioHighscore.java:92: if (name == null || name.trim().length() == 0) name = ""Player"";"
i09-generic-acquisition__generation_s__task_only__r1,generation_s__task_only,1,completed,True,2,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:75: String name = player.getTeamName(); | ApoMarioHighscore.java:76: if (name == null || name.trim().length() == 0) name = ""Player"";"
i09-generic-acquisition__generation_s__task_only__r2,generation_s__task_only,2,completed,True,3,pass,fallback,pass,recorded,0,,"ApoMarioLevel.java:1182: String name = player.getTeamName(); | ApoMarioLevel.java:1184: if (name == null || name.trim().length() == 0) name = ""Player""; | ApoMarioHighscore.java:41: String name = player.getTeamName(); | ApoMarioHighscore.java:43: if (name == null || name.trim().length() == 0) name = ""Player"";"
i09-generic-acquisition__generation_s__task_only__r3,generation_s__task_only,3,completed,True,2,pass,fallback,pass,recorded,0,,"ApoMarioPanel.java:229: String name = player.getTeamName(); | ApoMarioPanel.java:231: if (name == null || name.trim().length() == 0) name = ""Player""; | ApoMarioHighscore.java:46: String name = player.getTeamName(); | ApoMarioHighscore.java:48: if (name == null || name.trim().length() == 0) name = ""Player"";"
i09-generic-acquisition__generation_s__task_only__r4,generation_s__task_only,4,completed,True,1,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:51: String name = player.getTeamName(); | ApoMarioHighscore.java:53: if (name == null || name.trim().length() == 0) name = ""Player"";"
i09-generic-acquisition__generation_s__task_only__r5,generation_s__task_only,5,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:39: if (name.length() == 0) name = ""Player""; | ApoMarioHighscore.java:68: String name = player.getTeamName();"
i09-generic-acquisition__reuse_sb__catalog__r1,reuse_sb__catalog,1,completed,True,3,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:103: String name = best.getTeamName(); | ApoMarioHighscore.java:104: if (name == null || name.trim().length() == 0) name = ""Human"";"
i09-generic-acquisition__reuse_sb__catalog__r2,reuse_sb__catalog,2,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:44: String name = chosen.getTeamName(); | ApoMarioHighscore.java:45: if (name == null || name.trim().length() == 0) name = ""Player""; | ApoMarioHighscoreStore.java:21: if (name == null) name = ""Player""; | ApoMarioHighscoreStore.java:23: if (name.length() == 0) name = ""Player""; | ApoMarioHighscoreStore.java:36: synchronized void persistAcrossRuns() { if(file==null)return; try { Path parent=file.toAbsolutePath().getParent(); if(parent!=null)Files.createDirectories(parent); Path tmp=Files.createTempFile(parent,""mario-highscore-"","".tmp""); ArrayList<String> lines=new ArrayList<String>(); for(Entry e:entries)lines.add(""1\t""+e.score+""\t""+e.time+""\t""+Base64.getEncoder().encodeToString(e.name.getBytes(StandardCharsets.UTF_8))); Files.write(tmp,lines,StandardCharsets.UTF_8); try { Files.move(tmp,file,StandardCopyOption.REPLACE_EXISTING,StandardCopyOption.ATOMIC_MOVE); } catch(IOException ex) { Files.move(tmp,file,StandardCopyOption.REPLACE_EXISTING); } } catch(IOException ignored) { } }"
i09-generic-acquisition__reuse_sb__catalog__r3,reuse_sb__catalog,3,completed,True,1,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:89: String name = player.getTeamName(); | ApoMarioHighscore.java:90: if (name == null || name.trim().length() == 0) name = ""Player"";"
i09-generic-acquisition__reuse_sb__catalog__r4,reuse_sb__catalog,4,completed,True,1,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:76: String name = best.getTeamName(); | ApoMarioHighscore.java:77: if (name == null || name.trim().length() == 0) name = ""Player"";"
i09-generic-acquisition__reuse_sb__catalog__r5,reuse_sb__catalog,5,completed,True,3,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:41: String name = player.getTeamName(); | ApoMarioHighscore.java:42: if (name == null || name.trim().length() == 0) name = ""Player"";"
i09-generic-acquisition__reuse_sb__none__r1,reuse_sb__none,1,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:31: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:32: if (name.length() == 0) name = ""Player""; | ApoMarioHighscore.java:85: String name = best.getTeamName(); | ApoMarioHighscore.java:86: if (name == null || name.length() == 0) name = ""Player"";"
i09-generic-acquisition__reuse_sb__none__r2,reuse_sb__none,2,completed,True,4,pass,fallback,fail,recorded,0,,"ApoMarioPanel.java:228: String name = player.getTeamName(); | ApoMarioPanel.java:229: if (name == null || name.trim().length() == 0) name = ""Human""; | ApoMarioHighscore.java:52: String name = player.getTeamName(); | ApoMarioHighscore.java:60: String name = playerName == null ? ""Unknown"" : playerName.trim();"
i09-generic-acquisition__reuse_sb__none__r3,reuse_sb__none,3,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:29: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:30: if (name.length() == 0) name = ""Player""; | ApoMarioHighscore.java:81: if (chosen != null) storeRun(chosen.getPoints(), level.getPassedTime(), chosen.getTeamName());"
i09-generic-acquisition__reuse_sb__none__r4,reuse_sb__none,4,completed,True,2,pass,fallback,fail,recorded,0,,"ApoMarioLevel.java:1184: String name = best.getTeamName(); | ApoMarioLevel.java:1185: if (name == null || name.trim().length() == 0) name = ""Player""; | ApoMarioHighscore.java:36: String name = best.getTeamName(); | ApoMarioHighscore.java:37: if (name == null || name.trim().length() == 0) name = ""Player""; | ApoMarioHighscore.java:42: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:43: if (name.length() == 0) name = ""Player"";"
i09-generic-acquisition__reuse_sb__none__r5,reuse_sb__none,5,completed,True,2,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:32: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:33: if (name.length() == 0) name = ""Player""; | ApoMarioHighscore.java:69: String name = chosen.getTeamName(); | ApoMarioHighscore.java:70: if ((name == null || name.trim().length() == 0) && chosen.getAi() != null) name = chosen.getAi().getTeamName();"
i09-generic-acquisition__reuse_sb__requirements__r1,reuse_sb__requirements,1,completed,True,3,pass,fallback,pass,recorded,0,,"ApoMarioPanel.java:377: String name = selected.getTeamName(); | ApoMarioPanel.java:378: if (name == null || name.trim().length() == 0) name = ""Player""; | ApoMarioHighscore.java:33: String name = selected.getTeamName(); | ApoMarioHighscore.java:34: if (name == null || name.trim().length() == 0) name = ""Player"";"
i09-generic-acquisition__reuse_sb__requirements__r2,reuse_sb__requirements,2,completed,True,2,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:109: String name = chosen.getTeamName(); | ApoMarioHighscore.java:110: if (name == null || name.trim().length() == 0) name = ""Player"";"
i09-generic-acquisition__reuse_sb__requirements__r3,reuse_sb__requirements,3,completed,True,3,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:89: String name = player.getTeamName(); | ApoMarioHighscore.java:90: if (name == null || name.trim().length() == 0) name = ""Player"";"
i09-generic-acquisition__reuse_sb__requirements__r4,reuse_sb__requirements,4,completed,True,2,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:81: String name = selected.getTeamName(); | ApoMarioHighscore.java:82: if (!validName(name)) name = ""Player"";"
i09-generic-acquisition__reuse_sb__requirements__r5,reuse_sb__requirements,5,completed,True,1,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:56: String name = selected.getTeamName(); | ApoMarioHighscore.java:57: if (name == null || name.trim().length() == 0) name = ""Player"";"
i09-generic-acquisition__reuse_sb__task_only__r1,reuse_sb__task_only,1,completed,True,2,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:51: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:52: if (name.length() == 0) name = ""Player""; | ApoMarioHighscore.java:136: String name = player.getTeamName();"
i09-generic-acquisition__reuse_sb__task_only__r2,reuse_sb__task_only,2,completed,True,3,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:104: String name = chosen.getTeamName(); | ApoMarioHighscore.java:105: if (name == null || name.trim().length() == 0) name = ""Player"";"
i09-generic-acquisition__reuse_sb__task_only__r3,reuse_sb__task_only,3,completed,True,2,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:63: String n = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:91: String n = chosen.getTeamName(); if (n == null || n.trim().length() == 0) n = ""Player"";"
i09-generic-acquisition__reuse_sb__task_only__r4,reuse_sb__task_only,4,completed,True,1,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:105: String name = chosen.getTeamName(); | ApoMarioHighscore.java:106: if (name == null || name.trim().length() == 0) name = ""Player""; | ApoMarioHighscore.java:118: if (names.isEmpty()) g.drawString(""No scores yet"", 105, 85);"
i09-generic-acquisition__reuse_sb__task_only__r5,reuse_sb__task_only,5,completed,True,4,pass,fallback,pass,recorded,0,,"ApoMarioLevel.java:1183: String name = player.getTeamName(); | ApoMarioLevel.java:1184: if (name == null || name.trim().length() == 0) name = ""Player""; | ApoMarioHighscore.java:33: String name = player.getTeamName(); | ApoMarioHighscore.java:34: if (name == null || name.trim().length() == 0) name = ""Player"";"
