runId,condition,repetition,status,functionalSuccess,finalSubmission,compilation,class,rejectsNullName,mechanism,nullNameTestsFailed,failingChecks,citedLines
i24c-generic__generation_s__single_shot__static__r2,generation_s__single_shot__static,2,completed,True,1,pass,skip_on_null,pass,skipped_at_hook,0,,ApoMarioHighscore.java:200: if (selected.getTeamName() != null && selected.getTeamName().trim().length() > 0) { | ApoMarioHighscore.java:201: playerName = selected.getTeamName();
i24c-generic__generation_s__single_shot__static__r3,generation_s__single_shot__static,3,budget_exhausted,False,1,fail,passthrough,compile_error,recorded,2,emptyBoardInitially saveAddsEntry parallelListsAligned boardSortedDescendingByPoints entriesPersistAcrossSessions emptyPersistRobust rankingPreservedAfterReload recordsRealScore recordsRealSurvivalTime recordsRealPlayerName recordRunEndAddsExactlyOneEntry runEndRecordsScoreWithoutHelp recordedNameIsTheRealPlayersName noPhantomEntriesWithoutRunEnd recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,ApoMarioHighscore.java:154: String name = best.getTeamName();
i24c-generic__generation_s__single_shot__static__r4,generation_s__single_shot__static,4,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:217: String playerName = selected == null ? null : selected.getTeamName();
i24c-generic__generation_s__single_shot__static__r5,generation_s__single_shot__static,5,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:142: playerName = selected.getTeamName();
i24c-generic__generation_sfb__single_shot__none__r1,generation_sfb__single_shot__none,1,budget_exhausted,False,,,none,,none,0,,
i24c-generic__generation_sfb__single_shot__none__r2,generation_sfb__single_shot__none,2,budget_exhausted,False,,,none,,none,0,,
i24c-generic__generation_sfb__single_shot__none__r3,generation_sfb__single_shot__none,3,completed,True,1,pass,passthrough,fail,recorded,0,,ApoMarioHighscore.java:89: String name = selected.getTeamName();
i24c-generic__generation_sfb__single_shot__none__r4,generation_sfb__single_shot__none,4,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:70: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:150: String name = selected.getTeamName();"
i24c-generic__generation_sfb__single_shot__none__r5,generation_sfb__single_shot__none,5,completed,True,1,pass,passthrough,fail,recorded,0,,ApoMarioHighscore.java:152: String name = selected.getTeamName();
i24c-generic__generation_sfb__single_shot__static__r1,generation_sfb__single_shot__static,1,budget_exhausted,False,,,none,,none,0,,
i24c-generic__generation_sfb__single_shot__static__r2,generation_sfb__single_shot__static,2,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:161: name = player.getTeamName();
i24c-generic__generation_sfb__single_shot__static__r3,generation_sfb__single_shot__static,3,budget_exhausted,False,1,pass,passthrough,pass,rejected_at_store,0,recordRunEndAddsExactlyOneEntry,ApoMarioHighscore.java:221: String name = player.getTeamName();
i24c-generic__generation_sfb__single_shot__static__r4,generation_sfb__single_shot__static,4,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:196: playerName = best.getTeamName();
i24c-generic__generation_sfb__single_shot__static__r5,generation_sfb__single_shot__static,5,budget_exhausted,False,,,none,,none,0,,
i24c-generic__reuse_f__single_shot__none__r1,reuse_f__single_shot__none,1,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:43: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:138: String name = selected.getTeamName();"
i24c-generic__reuse_f__single_shot__none__r2,reuse_f__single_shot__none,2,budget_exhausted,False,,,none,,none,0,,
i24c-generic__reuse_f__single_shot__none__r3,reuse_f__single_shot__none,3,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:67: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:137: String name = player.getTeamName(); | ApoMarioHighscore.java:140: name = player.getAi().getTeamName();"
i24c-generic__reuse_f__single_shot__none__r4,reuse_f__single_shot__none,4,budget_exhausted,False,,,none,,none,0,,
i24c-generic__reuse_f__single_shot__none__r5,reuse_f__single_shot__none,5,budget_exhausted,False,,,none,,none,0,,
i24c-generic__reuse_f__single_shot__static__r1,reuse_f__single_shot__static,1,budget_exhausted,False,,,none,,none,0,,
i24c-generic__reuse_f__single_shot__static__r2,reuse_f__single_shot__static,2,budget_exhausted,False,1,fail,passthrough,compile_error,recorded,2,emptyBoardInitially saveAddsEntry parallelListsAligned boardSortedDescendingByPoints entriesPersistAcrossSessions emptyPersistRobust rankingPreservedAfterReload recordsRealScore recordsRealSurvivalTime recordsRealPlayerName recordRunEndAddsExactlyOneEntry runEndRecordsScoreWithoutHelp recordedNameIsTheRealPlayersName noPhantomEntriesWithoutRunEnd recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,ApoMarioHighscore.java:153: playerName = player.getTeamName();
i24c-generic__reuse_f__single_shot__static__r3,reuse_f__single_shot__static,3,budget_exhausted,False,,,none,,none,0,,
i24c-generic__reuse_f__single_shot__static__r4,reuse_f__single_shot__static,4,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:151: String name = best.getTeamName();
i24c-generic__reuse_f__single_shot__static__r5,reuse_f__single_shot__static,5,budget_exhausted,False,1,pass,passthrough,pass,rejected_at_store,2,runEndRecordsScoreWithoutHelp recordedNameIsTheRealPlayersName noPhantomEntriesWithoutRunEnd recordedSurvivalTimeIsTheRealElapsedTime secondRunAlsoRecordedAndBoardSortedDescending,ApoMarioHighscore.java:105: String playerName = player.getTeamName(); | ApoMarioHighscore.java:110: playerName = player.getAi().getTeamName();
i24c-generic__reuse_sfb__single_shot__none__r1,reuse_sfb__single_shot__none,1,identity_mismatch,False,,,none,,none,0,,
i24c-generic__reuse_sfb__single_shot__none__r2,reuse_sfb__single_shot__none,2,completed,True,1,pass,passthrough,fail,recorded,0,,ApoMarioHighscore.java:63: String name = best.getTeamName();
i24c-generic__reuse_sfb__single_shot__none__r3,reuse_sfb__single_shot__none,3,budget_exhausted,False,,,none,,none,0,,
i24c-generic__reuse_sfb__single_shot__none__r4,reuse_sfb__single_shot__none,4,completed,True,1,pass,passthrough,fail,recorded,0,,ApoMarioHighscore.java:102: String name = best.getTeamName();
i24c-generic__reuse_sfb__single_shot__none__r5,reuse_sfb__single_shot__none,5,identity_mismatch,False,,,none,,none,0,,
i24c-generic__reuse_sfb__single_shot__static__r1,reuse_sfb__single_shot__static,1,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:126: playerName = selected.getTeamName();
i24c-generic__reuse_sfb__single_shot__static__r2,reuse_sfb__single_shot__static,2,completed,True,1,pass,passthrough,pass,rejected_at_store,0,,ApoMarioHighscore.java:171: playerName = selected.getTeamName();
i24c-generic__reuse_sfb__single_shot__static__r3,reuse_sfb__single_shot__static,3,budget_exhausted,False,,,none,,none,0,,
i24c-generic__reuse_sfb__single_shot__static__r4,reuse_sfb__single_shot__static,4,budget_exhausted,False,,,none,,none,0,,
i24c-generic__reuse_sfb__single_shot__static__r5,reuse_sfb__single_shot__static,5,budget_exhausted,False,,,none,,none,0,,
